IMIÊ PIERWSZE;P£EÆ;LICZBA WYST¥PIEÑ;
MIRANDA;KOBIETA;532;21983274
AUGUSTYNA;KOBIETA;530;21983804
SAMIRA;KOBIETA;530;21984334
KATHERINE;KOBIETA;527;21984861
WILHELMINA;KOBIETA;517;21985378
NOA;KOBIETA;516;21985894
MIIA;KOBIETA;514;21986408
ELMIRA;KOBIETA;512;21986920
TEREZA;KOBIETA;511;21987431
LUNA;KOBIETA;509;21987940
ARIANNA;KOBIETA;508;21988448
ARIADNA;KOBIETA;507;21988955
MARIJA;KOBIETA;506;21989461
KATHARINA;KOBIETA;506;21989967
NIKOLETA;KOBIETA;505;21990472
SYLWESTRA;KOBIETA;504;21990976
JULIANA;KOBIETA;502;21991478
KAREN;KOBIETA;501;21991979
YAEL;KOBIETA;500;21992479
ROZWITA;KOBIETA;498;21992977
STANISLAVA;KOBIETA;495;21993472
ROZA;KOBIETA;494;21993966
MI£OS£AWA;KOBIETA;494;21994460
ELZA;KOBIETA;487;21994947
OXANA;KOBIETA;486;21995433
LAYLA;KOBIETA;486;21995919
AGNES;KOBIETA;485;21996404
VALERIYA;KOBIETA;485;21996889
YUSTYNA;KOBIETA;483;21997372
ALEVTYNA;KOBIETA;480;21997852
ERNESTYNA;KOBIETA;479;21998331
IZOLDA;KOBIETA;476;21998807
RADOS£AWA;KOBIETA;473;21999280
DOBROMI£A;KOBIETA;473;21999753
ANIA;KOBIETA;473;22000226
EMA;KOBIETA;467;22000693
ANGELICA;KOBIETA;463;22001156
EUFEMIA;KOBIETA;461;22001617
JASMINE;KOBIETA;459;22002076
RYTA;KOBIETA;456;22002532
CHRISTINE;KOBIETA;455;22002987
RYMMA;KOBIETA;452;22003439
LYUDMILA;KOBIETA;452;22003891
PETRONELA;KOBIETA;452;22004343
ALMA;KOBIETA;451;22004794
HALSZKA;KOBIETA;450;22005244
NEONILA;KOBIETA;449;22005693
AIDA;KOBIETA;449;22006142
CHIARA;KOBIETA;447;22006589
MARGOT;KOBIETA;447;22007036
LUDOMIRA;KOBIETA;444;22007480
JACQUELINE;KOBIETA;443;22007923
LIDIYA;KOBIETA;441;22008364
SOLOMIYA;KOBIETA;441;22008805
GAIA;KOBIETA;434;22009239
MATILDA;KOBIETA;434;22009673
INGRIDA;KOBIETA;432;22010105
ISABELLE;KOBIETA;428;22010533
MARTHA;KOBIETA;427;22010960
MARGARET;KOBIETA;426;22011386
RUTH;KOBIETA;426;22011812
MARYANA;KOBIETA;426;22012238
YEVANHELINA;KOBIETA;424;22012662
ISMENA;KOBIETA;419;22013081
IEVGENIIA;KOBIETA;415;22013496
LUBOV;KOBIETA;413;22013909
ANIDA;KOBIETA;412;22014321
AMY;KOBIETA;412;22014733
ISABEL;KOBIETA;408;22015141
FRANCESCA;KOBIETA;407;22015548
JELENA;KOBIETA;407;22015955
FRYDERYKA;KOBIETA;406;22016361
MICHAL;KOBIETA;406;22016767
ZLATOSLAVA;KOBIETA;404;22017171
AND¯ELINA;KOBIETA;404;22017575
CHLOE;KOBIETA;404;22017979
AMIRA;KOBIETA;403;22018382
DEBORA;KOBIETA;402;22018784
ZENAIDA;KOBIETA;401;22019185
KSYMENA;KOBIETA;401;22019586
STEPHANIE;KOBIETA;399;22019985
REHINA;KOBIETA;398;22020383
NASTIA;KOBIETA;397;22020780
MARY;KOBIETA;395;22021175
YASMIN;KOBIETA;394;22021569
BETINA;KOBIETA;393;22021962
BENIGNA;KOBIETA;393;22022355
CYRYLA;KOBIETA;392;22022747
DELFINA;KOBIETA;391;22023138
INESSA;KOBIETA;391;22023529
JESICA;KOBIETA;391;22023920
HIACYNTA;KOBIETA;390;22024310
IRENE;KOBIETA;386;22024696
NARCYZA;KOBIETA;384;22025080
LUKRECJA;KOBIETA;381;22025461
EMILIYA;KOBIETA;379;22025840
PAOLA;KOBIETA;377;22026217
LUBOW;KOBIETA;377;22026594
LUCY;KOBIETA;374;22026968
IWETTA;KOBIETA;374;22027342
AMELIE;KOBIETA;374;22027716
DAIANA;KOBIETA;373;22028089
MADINA;KOBIETA;371;22028460
GRACJA;KOBIETA;371;22028831
JULIE;KOBIETA;370;22029201
NADINE;KOBIETA;369;22029570
ANNE;KOBIETA;369;22029939
LADA;KOBIETA;369;22030308
RACHEL;KOBIETA;366;22030674
WALTRAUDA;KOBIETA;366;22031040
IWETA;KOBIETA;363;22031403
ZARINA;KOBIETA;361;22031764
ANNA-MARIIA;KOBIETA;360;22032124
VASILISA;KOBIETA;359;22032483
OLESYA;KOBIETA;359;22032842
NANA;KOBIETA;359;22033201
LEYLA;KOBIETA;358;22033559
ELIANA;KOBIETA;354;22033913
NICOLETTA;KOBIETA;354;22034267
SCHOLASTYKA;KOBIETA;353;22034620
ANICETA;KOBIETA;353;22034973
¯ANNA;KOBIETA;352;22035325
JULIIA;KOBIETA;352;22035677
LOLITA;KOBIETA;350;22036027
BIBIANNA;KOBIETA;348;22036375
AISHA;KOBIETA;345;22036720
LUISA;KOBIETA;344;22037064
LUDMYLA;KOBIETA;343;22037407
ECATERINA;KOBIETA;342;22037749
SHARON;KOBIETA;341;22038090
EMILIE;KOBIETA;336;22038426
MALIKA;KOBIETA;336;22038762
THI;KOBIETA;334;22039096
CARLA;KOBIETA;333;22039429
HERMINA;KOBIETA;333;22039762
KESJA;KOBIETA;332;22040094
LARISSA;KOBIETA;330;22040424
NADEZHDA;KOBIETA;322;22040746
VIVIENNE;KOBIETA;321;22041067
ANDRZELIKA;KOBIETA;318;22041385
A££A;KOBIETA;318;22041703
CAMILLA;KOBIETA;317;22042020
ADI;KOBIETA;317;22042337
KATIA;KOBIETA;317;22042654
ILZA;KOBIETA;316;22042970
LYDIA;KOBIETA;316;22043286
YULIANNA;KOBIETA;316;22043602
HELEN;KOBIETA;316;22043918
VLADISLAVA;KOBIETA;315;22044233
JOHANNA;KOBIETA;314;22044547
ADAMINA;KOBIETA;314;22044861
SZARLOTA;KOBIETA;314;22045175
NATIA;KOBIETA;312;22045487
KLAVDIIA;KOBIETA;311;22045798
KATARINA;KOBIETA;310;22046108
MEGAN;KOBIETA;308;22046416
MODESTA;KOBIETA;308;22046724
MIKA;KOBIETA;308;22047032
LIUBOU;KOBIETA;307;22047339
IULIA;KOBIETA;307;22047646
ROSE;KOBIETA;306;22047952
RACHELA;KOBIETA;306;22048258
CAMILA;KOBIETA;306;22048564
ELENI;KOBIETA;306;22048870
LUDWINA;KOBIETA;304;22049174
LORENA;KOBIETA;304;22049478
NILA;KOBIETA;301;22049779
ASTRID;KOBIETA;300;22050079
SUSANNE;KOBIETA;300;22050379
LANA;KOBIETA;298;22050677
CORNELIA;KOBIETA;297;22050974
LIUBOMYRA;KOBIETA;295;22051269
SWIT£ANA;KOBIETA;295;22051564
NASTAZJA;KOBIETA;294;22051858
ESTHER;KOBIETA;294;22052152
MALVINA;KOBIETA;293;22052445
MARYAM;KOBIETA;293;22052738
WERA;KOBIETA;293;22053031
KARINE;KOBIETA;292;22053323
ALESSANDRA;KOBIETA;292;22053615
GRACE;KOBIETA;290;22053905
SONJA;KOBIETA;289;22054194
PETRA;KOBIETA;288;22054482
OTOLIA;KOBIETA;288;22054770
YESENIIA;KOBIETA;287;22055057
ALESSIA;KOBIETA;286;22055343
REBECCA;KOBIETA;285;22055628
ANJA;KOBIETA;285;22055913
LEONORA;KOBIETA;285;22056198
AMELIIA;KOBIETA;283;22056481
INGRYDA;KOBIETA;282;22056763
OLIVIIA;KOBIETA;281;22057044
YEVDOKIIA;KOBIETA;281;22057325
KARMEN;KOBIETA;280;22057605
ANASTASIJA;KOBIETA;279;22057884
LUCJANNA;KOBIETA;279;22058163
WINCENTYNA;KOBIETA;278;22058441
LIIA;KOBIETA;277;22058718
URSULA;KOBIETA;277;22058995
ARLENA;KOBIETA;275;22059270
NADIJA;KOBIETA;275;22059545
ROSA;KOBIETA;274;22059819
LEAH;KOBIETA;274;22060093
HIERONIMA;KOBIETA;273;22060366
WIELIS£AWA;KOBIETA;272;22060638
DORIS;KOBIETA;272;22060910
SERAFINA;KOBIETA;272;22061182
CYNTHIA;KOBIETA;272;22061454
FATMA;KOBIETA;271;22061725
VLADLENA;KOBIETA;271;22061996
KAROLA;KOBIETA;270;22062266
ZOSIA;KOBIETA;269;22062535
PRAKSEDA;KOBIETA;269;22062804
STEPANIIA;KOBIETA;269;22063073
LEONA;KOBIETA;269;22063342
SUSAN;KOBIETA;268;22063610
NATALIJA;KOBIETA;268;22063878
KATRIN;KOBIETA;267;22064145
LILLI;KOBIETA;266;22064411
SOFIE;KOBIETA;264;22064675
DARIYA;KOBIETA;263;22064938
NADEJDA;KOBIETA;263;22065201
TEONA;KOBIETA;263;22065464
ASIA;KOBIETA;262;22065726
HERONIMA;KOBIETA;259;22065985
MARINE;KOBIETA;259;22066244
AURELA;KOBIETA;258;22066502
MIRONA;KOBIETA;257;22066759
ANAT;KOBIETA;257;22067016
SOFYA;KOBIETA;256;22067272
LAURENCJA;KOBIETA;255;22067527
LIUBA;KOBIETA;255;22067782
ZARA;KOBIETA;255;22068037
ESTER;KOBIETA;255;22068292
EVGENIIA;KOBIETA;254;22068546
SOLOMIA;KOBIETA;253;22068799
YVONNE;KOBIETA;251;22069050
KIARA;KOBIETA;251;22069301
YASMINA;KOBIETA;250;22069551
TAL;KOBIETA;250;22069801
ERWINA;KOBIETA;250;22070051
IRMGARD;KOBIETA;249;22070300
PAULINE;KOBIETA;249;22070549
JOLENTA;KOBIETA;248;22070797
FABIOLA;KOBIETA;248;22071045
LEONIDA;KOBIETA;247;22071292
BELLA;KOBIETA;247;22071539
NONNA;KOBIETA;245;22071784
ZEYNEP;KOBIETA;245;22072029
TH?;KOBIETA;244;22072273
CHANTAL;KOBIETA;244;22072517
ELIF;KOBIETA;243;22072760
RONI;KOBIETA;242;22073002
SYNTIA;KOBIETA;241;22073243
GABRIELLE;KOBIETA;241;22073484
MERVE;KOBIETA;240;22073724
DEBORAH;KOBIETA;239;22073963
SHIRA;KOBIETA;239;22074202
RENA;KOBIETA;238;22074440
DANIELLA;KOBIETA;237;22074677
ZORYANA;KOBIETA;237;22074914
SUSANA;KOBIETA;237;22075151
AMALIIA;KOBIETA;237;22075388
HILDA;KOBIETA;237;22075625
RIMMA;KOBIETA;236;22075861
NADJA;KOBIETA;236;22076097
NELI;KOBIETA;236;22076333
REBEKA;KOBIETA;234;22076567
AGATHA;KOBIETA;234;22076801
MARHARITA;KOBIETA;233;22077034
KHATUNA;KOBIETA;233;22077267
VIYALETA;KOBIETA;233;22077500
W£ODZIMIERA;KOBIETA;232;22077732
DOLORES;KOBIETA;231;22077963
KSAWERA;KOBIETA;230;22078193
FLORA;KOBIETA;230;22078423
NOELIA;KOBIETA;230;22078653
AYA;KOBIETA;229;22078882
BLANCA;KOBIETA;229;22079111
KARLA;KOBIETA;228;22079339
KAMELIA;KOBIETA;227;22079566
ILIANA;KOBIETA;226;22079792
VIVIANA;KOBIETA;226;22080018
ANNA-MARIA;KOBIETA;226;22080244
ROBERTA;KOBIETA;226;22080470
RADA;KOBIETA;226;22080696
SALMA;KOBIETA;226;22080922
BEATRIZ;KOBIETA;225;22081147
DANIELLE;KOBIETA;225;22081372
IRIS;KOBIETA;224;22081596
TADEUSZA;KOBIETA;224;22081820
KRYSTIANA;KOBIETA;224;22082044
STELA;KOBIETA;222;22082266
VICTORIIA;KOBIETA;221;22082487
MILLA;KOBIETA;221;22082708
EVGENIA;KOBIETA;221;22082929
SUZANNA;KOBIETA;220;22083149
AUGUSTA;KOBIETA;219;22083368
VIRGINIA;KOBIETA;218;22083586
ANI;KOBIETA;218;22083804
DENISE;KOBIETA;217;22084021
VIVIAN;KOBIETA;215;22084236
PATRIZIA;KOBIETA;214;22084450
EVELYN;KOBIETA;214;22084664
HERTA;KOBIETA;214;22084878
JAGIENKA;KOBIETA;214;22085092
SALOME;KOBIETA;212;22085304
IVANA;KOBIETA;212;22085516
NORA;KOBIETA;212;22085728
GUSTAWA;KOBIETA;212;22085940
ALOJZA;KOBIETA;212;22086152
SUZANNE;KOBIETA;211;22086363
TATJANA;KOBIETA;211;22086574
IZYDORA;KOBIETA;211;22086785
PAVLINA;KOBIETA;210;22086995
MARÍA;KOBIETA;210;22087205
VANDA;KOBIETA;209;22087414
EDITH;KOBIETA;208;22087622
RUT;KOBIETA;208;22087830
BOGDA;KOBIETA;208;22088038
KRISTINE;KOBIETA;208;22088246
SCARLETT;KOBIETA;207;22088453
YELIZAVIETA;KOBIETA;207;22088660
JULIETA;KOBIETA;206;22088866
VANESA;KOBIETA;205;22089071
ZBIGNIEWA;KOBIETA;205;22089276
EVGENIYA;KOBIETA;204;22089480
DIONIZA;KOBIETA;203;22089683
YEVHENIYA;KOBIETA;203;22089886
JENNY;KOBIETA;202;22090088
FELICYTA;KOBIETA;202;22090290
ROMINA;KOBIETA;201;22090491
SIMONE;KOBIETA;201;22090692
HANIA;KOBIETA;200;22090892
VITTORIA;KOBIETA;200;22091092
LOLA;KOBIETA;199;22091291
KORYNA;KOBIETA;198;22091489
WALBURGA;KOBIETA;197;22091686
RAFAELA;KOBIETA;197;22091883
ROZALIIA;KOBIETA;196;22092079
KATE;KOBIETA;194;22092273
TEA;KOBIETA;194;22092467
NADIE¯DA;KOBIETA;193;22092660
AHATA;KOBIETA;193;22092853
VIOLA;KOBIETA;193;22093046
JOSEPHINE;KOBIETA;193;22093239
WINCENTA;KOBIETA;193;22093432
ANNETTE;KOBIETA;192;22093624
CECILIA;KOBIETA;192;22093816
KATRINA;KOBIETA;192;22094008
ILANA;KOBIETA;191;22094199
AVA;KOBIETA;191;22094390
ZUZANA;KOBIETA;191;22094581
RAQUEL;KOBIETA;190;22094771
NONA;KOBIETA;190;22094961
JULIETTE;KOBIETA;190;22095151
MARGOTA;KOBIETA;190;22095341
KAMILIA;KOBIETA;190;22095531
KASJANA;KOBIETA;189;22095720
CHANEL;KOBIETA;189;22095909
KARALINA;KOBIETA;189;22096098
LUCIE;KOBIETA;188;22096286
CLAIRE;KOBIETA;187;22096473
INEZA;KOBIETA;187;22096660
MIHAELA;KOBIETA;186;22096846
DAMIANA;KOBIETA;186;22097032
MARIAMI;KOBIETA;186;22097218
WALESKA;KOBIETA;186;22097404
ANZHALIKA;KOBIETA;185;22097589
DORA;KOBIETA;185;22097774
IMAN;KOBIETA;185;22097959
LUBOMI£A;KOBIETA;185;22098144
D¥BRÓWKA;KOBIETA;184;22098328
KETEVAN;KOBIETA;184;22098512
ADEL;KOBIETA;184;22098696
KAYLA;KOBIETA;184;22098880
YUVAL;KOBIETA;183;22099063
LIDA;KOBIETA;183;22099246
KATHRIN;KOBIETA;182;22099428
LOUISE;KOBIETA;181;22099609
BETTINA;KOBIETA;179;22099788
YELENA;KOBIETA;179;22099967
PALOMA;KOBIETA;178;22100145
MARGARETE;KOBIETA;178;22100323
DENISA;KOBIETA;177;22100500
ALYONA;KOBIETA;177;22100677
DASHA;KOBIETA;177;22100854
VIORICA;KOBIETA;177;22101031
LUCJANA;KOBIETA;177;22101208
KELLY;KOBIETA;176;22101384
STEFANIYA;KOBIETA;176;22101560
KRYSPINA;KOBIETA;176;22101736
ANNIKA;KOBIETA;174;22101910
ADOLFA;KOBIETA;174;22102084
LALI;KOBIETA;174;22102258
FRYDA;KOBIETA;174;22102432
YASMINE;KOBIETA;174;22102606
LILIAN;KOBIETA;174;22102780
ZINA;KOBIETA;173;22102953
DINARA;KOBIETA;173;22103126
ELYZAVETA;KOBIETA;173;22103299
OLESEA;KOBIETA;173;22103472
BOHDANNA;KOBIETA;173;22103645
KEREN;KOBIETA;172;22103817
ADOLFINA;KOBIETA;171;22103988
XENIA;KOBIETA;171;22104159
AMBER;KOBIETA;171;22104330
KYRA;KOBIETA;171;22104501
EMILI;KOBIETA;169;22104670
HEIDI;KOBIETA;168;22104838
KASIA;KOBIETA;168;22105006
LUDGARDA;KOBIETA;168;22105174
JULIETTA;KOBIETA;168;22105342
JULIJA;KOBIETA;167;22105509
MANANA;KOBIETA;167;22105676
FAINA;KOBIETA;167;22105843
LÉA;KOBIETA;166;22106009
LUSINE;KOBIETA;166;22106175
KIM;KOBIETA;166;22106341
SABINE;KOBIETA;166;22106507
ANATOLA;KOBIETA;166;22106673
TANIA;KOBIETA;166;22106839
ANFISA;KOBIETA;165;22107004
FRIDA;KOBIETA;165;22107169
JUDITH;KOBIETA;165;22107334
LIKA;KOBIETA;164;22107498
MERCEDES;KOBIETA;164;22107662
LENKA;KOBIETA;163;22107825
NARINE;KOBIETA;163;22107988
ANTANINA;KOBIETA;163;22108151
ALISIIA;KOBIETA;163;22108314
LELA;KOBIETA;163;22108477
NINEL;KOBIETA;162;22108639
CINDY;KOBIETA;161;22108800
BIRUTA;KOBIETA;161;22108961
RODICA;KOBIETA;161;22109122
LETICIA;KOBIETA;161;22109283
EKATERINE;KOBIETA;160;22109443
TAMARI;KOBIETA;160;22109603
HENRIETA;KOBIETA;160;22109763
KAIA;KOBIETA;160;22109923
MIYA;KOBIETA;160;22110083
ASHLEY;KOBIETA;159;22110242
ALVINA;KOBIETA;159;22110401
KATJA;KOBIETA;159;22110560
JOLA;KOBIETA;158;22110718
RIMA;KOBIETA;158;22110876
AURIKA;KOBIETA;158;22111034
YEVGENIYA;KOBIETA;158;22111192
WIS£AWA;KOBIETA;158;22111350
ANN;KOBIETA;158;22111508
BEATRICE;KOBIETA;157;22111665
ZEFIRYNA;KOBIETA;157;22111822
KHAVA;KOBIETA;156;22111978
NANCY;KOBIETA;156;22112134
IELYZAVETA;KOBIETA;155;22112289
ARIA;KOBIETA;155;22112444
IWANNA;KOBIETA;155;22112599
ROMANIIA;KOBIETA;154;22112753
WALTRAUD;KOBIETA;154;22112907
CYNTIA;KOBIETA;154;22113061
SEDA;KOBIETA;154;22113215
EDITA;KOBIETA;154;22113369
AYLIN;KOBIETA;153;22113522
NIKITA;KOBIETA;153;22113675
VIKA;KOBIETA;152;22113827
NICOLL;KOBIETA;152;22113979
AFRODYTA;KOBIETA;152;22114131
ZUZA;KOBIETA;151;22114282
DOMINIQUE;KOBIETA;151;22114433
LAUREN;KOBIETA;151;22114584
SVIETLANA;KOBIETA;151;22114735
ANATOLIA;KOBIETA;151;22114886
WALTRAUT;KOBIETA;151;22115037
ELIGIA;KOBIETA;151;22115188
NAIRA;KOBIETA;150;22115338
SIUZANNA;KOBIETA;150;22115488
MARISA;KOBIETA;150;22115638
GEORGINA;KOBIETA;150;22115788
STEFANIE;KOBIETA;149;22115937
FERNANDA;KOBIETA;149;22116086
EUFROZYNA;KOBIETA;149;22116235
JUSTINE;KOBIETA;149;22116384
ESRA;KOBIETA;149;22116533
ORESTA;KOBIETA;149;22116682
CARINA;KOBIETA;149;22116831
KATIE;KOBIETA;148;22116979
HILA;KOBIETA;148;22117127
ALIA;KOBIETA;148;22117275
KORA;KOBIETA;147;22117422
IRAIDA;KOBIETA;147;22117569
INGEBORG;KOBIETA;147;22117716
AMIT;KOBIETA;147;22117863
MARION;KOBIETA;147;22118010
LUDOMI£A;KOBIETA;147;22118157
MISHEL;KOBIETA;147;22118304
WIWIANA;KOBIETA;147;22118451
¯AKLIN;KOBIETA;147;22118598
WIEÑCZYS£AWA;KOBIETA;147;22118745
IWONKA;KOBIETA;146;22118891
MILIENA;KOBIETA;146;22119037
ANNABELLE;KOBIETA;146;22119183
ELIZABET;KOBIETA;146;22119329
FARIDA;KOBIETA;146;22119475
EDELTRAUD;KOBIETA;146;22119621
FIONA;KOBIETA;145;22119766
NOGA;KOBIETA;145;22119911
SOLOMIJA;KOBIETA;145;22120056
ELLEN;KOBIETA;145;22120201
GAYANE;KOBIETA;145;22120346
PARASKOVIIA;KOBIETA;145;22120491
EDWINA;KOBIETA;145;22120636
LILIT;KOBIETA;144;22120780
AND¯ELA;KOBIETA;144;22120924
LEONIE;KOBIETA;144;22121068
EDMUNDA;KOBIETA;143;22121211
ZINOVIIA;KOBIETA;143;22121354
BRENDA;KOBIETA;143;22121497
MIJA;KOBIETA;143;22121640
CAMILLE;KOBIETA;143;22121783
LILLIAN;KOBIETA;142;22121925
MARGERITA;KOBIETA;142;22122067
SWITLANA;KOBIETA;142;22122209
AN¯ELIKA;KOBIETA;142;22122351
SAFIYA;KOBIETA;142;22122493
AYLA;KOBIETA;141;22122634
OFELIA;KOBIETA;141;22122775
NASTASIIA;KOBIETA;141;22122916
AYªE;KOBIETA;141;22123057
ANAHIT;KOBIETA;141;22123198
MOLLY;KOBIETA;141;22123339
KRYSTINA;KOBIETA;139;22123478
SATURNINA;KOBIETA;139;22123617
LIAT;KOBIETA;139;22123756
MALENA;KOBIETA;139;22123895
ALEXIA;KOBIETA;139;22124034
LIDZIYA;KOBIETA;139;22124173
ALBERTYNA;KOBIETA;139;22124312
MADELEINE;KOBIETA;139;22124451
GABRIELE;KOBIETA;139;22124590
HANNELORE;KOBIETA;139;22124729
MICAELA;KOBIETA;139;22124868
NELYA;KOBIETA;138;22125006
MAKA;KOBIETA;138;22125144
TAISIYA;KOBIETA;138;22125282
SYLWANA;KOBIETA;138;22125420
HILDEGARD;KOBIETA;137;22125557
SUZANA;KOBIETA;137;22125694
FLORENCIA;KOBIETA;136;22125830
GAL;KOBIETA;136;22125966
LORETTA;KOBIETA;136;22126102
SYLWINA;KOBIETA;136;22126238
PIA;KOBIETA;136;22126374
BRIGITTE;KOBIETA;136;22126510
ALANA;KOBIETA;136;22126646
MAURA;KOBIETA;136;22126782
DOINA;KOBIETA;135;22126917
KIMBERLY;KOBIETA;135;22127052
KAMA;KOBIETA;135;22127187
FLORIANNA;KOBIETA;135;22127322
TIFFANY;KOBIETA;135;22127457
GISELA;KOBIETA;135;22127592
ZYGFRYDA;KOBIETA;134;22127726
FABIANA;KOBIETA;134;22127860
NICOLETA;KOBIETA;134;22127994
JUTA;KOBIETA;134;22128128
IAROSLAVA;KOBIETA;133;22128261
NATALI;KOBIETA;133;22128394
NATALKA;KOBIETA;133;22128527
ELSA;KOBIETA;133;22128660
MERI;KOBIETA;133;22128793
MELODY;KOBIETA;130;22128923
NETA;KOBIETA;129;22129052
ISABELL;KOBIETA;129;22129181
KOLETA;KOBIETA;129;22129310
WALENTINA;KOBIETA;129;22129439
DOROTHEA;KOBIETA;129;22129568
BEATE;KOBIETA;129;22129697
ARETA;KOBIETA;128;22129825
MATHILDE;KOBIETA;128;22129953
MÁRIA;KOBIETA;128;22130081
DOROTHY;KOBIETA;128;22130209
JANET;KOBIETA;128;22130337
EMINE;KOBIETA;128;22130465
LIYA;KOBIETA;128;22130593
ALEJANDRA;KOBIETA;127;22130720
TANYA;KOBIETA;127;22130847
DILARA;KOBIETA;127;22130974
DAISY;KOBIETA;127;22131101
WIRA;KOBIETA;127;22131228
VASYLISA;KOBIETA;127;22131355
MONA;KOBIETA;126;22131481
MARYSIA;KOBIETA;126;22131607
SHIR;KOBIETA;126;22131733
DANYILA;KOBIETA;126;22131859
ROSEMARIE;KOBIETA;126;22131985
KORDULA;KOBIETA;125;22132110
SHANI;KOBIETA;125;22132235
IRA;KOBIETA;125;22132360
ROSANNA;KOBIETA;124;22132484
ANNAMARIA;KOBIETA;124;22132608
BERNADYNA;KOBIETA;124;22132732
FLAVIA;KOBIETA;124;22132856
BEATRYCZE;KOBIETA;124;22132980
EMILIANA;KOBIETA;124;22133104
ERICA;KOBIETA;124;22133228
PAVLYNA;KOBIETA;124;22133352
ROTEM;KOBIETA;124;22133476
ALIYA;KOBIETA;124;22133600
NOAM;KOBIETA;123;22133723
£ARYSA;KOBIETA;123;22133846
DAMARIS;KOBIETA;123;22133969
CASSANDRA;KOBIETA;123;22134092
ILARIIA;KOBIETA;123;22134215
CELINE;KOBIETA;123;22134338
MARIANNE;KOBIETA;123;22134461
IVONA;KOBIETA;123;22134584
MILADA;KOBIETA;123;22134707
O£ENA;KOBIETA;122;22134829
ELLIE;KOBIETA;122;22134951
ASYA;KOBIETA;122;22135073
AVRORA;KOBIETA;122;22135195
ANYA;KOBIETA;121;22135316
SEVDA;KOBIETA;121;22135437
LILIJA;KOBIETA;121;22135558
FEDERICA;KOBIETA;121;22135679
MINA;KOBIETA;121;22135800
FLORENCE;KOBIETA;121;22135921
